Acc_X_mean,Acc_X_std,Acc_X_min,Acc_X_max,Acc_X_range,Acc_X_median,Acc_X_rms,Acc_Y_mean,Acc_Y_std,Acc_Y_min,Acc_Y_max,Acc_Y_range,Acc_Y_median,Acc_Y_rms,Acc_Z_mean,Acc_Z_std,Acc_Z_min,Acc_Z_max,Acc_Z_range,Acc_Z_median,Acc_Z_rms,Gyro_X_mean,Gyro_X_std,Gyro_X_min,Gyro_X_max,Gyro_X_range,Gyro_X_median,Gyro_X_rms,Gyro_Y_mean,Gyro_Y_std,Gyro_Y_min,Gyro_Y_max,Gyro_Y_range,Gyro_Y_median,Gyro_Y_rms,Gyro_Z_mean,Gyro_Z_std,Gyro_Z_min,Gyro_Z_max,Gyro_Z_range,Gyro_Z_median,Gyro_Z_rms,activity
1.0192925928090395,0.0024505331888836244,1.0125000434425,1.027777854158295,0.015277810715794926,1.01944450285877,1.01929553853055,-0.12428385819818219,0.003850819529706547,-0.1347222330884659,-0.1152777831908018,0.0194444498976641,-0.1250000020616516,0.12434350091450792,0.09950087240852204,0.005009920148449867,0.08055555904523583,0.1097222278137498,0.029166668768513968,0.1000000028649177,0.09962691860110313,0.00784341425992352,0.010943480578110594,-0.01313360314816237,0.04367686435580254,0.056810467503964915,0.007024950347840786,0.01346398582947321,-0.002865817022666306,0.005359793306942775,-0.02138028293848038,0.01191187184303999,0.03329215478152037,-0.002443460980430245,0.006077852540211265,0.0024911848158808425,0.006128715703338925,-0.01404990069568157,0.01679879426956177,0.03084869496524334,0.003054326167330146,0.0066156751703230115,STANDING
1.0194879057301218,0.0027115507500052693,1.0125000434425,1.027777854158295,0.015277810715794926,1.01944450285877,1.0194915117044674,-0.12305773012148805,0.0056185126018015496,-0.1347222330884659,-0.1083333359304957,0.0263888971579702,-0.1222222304511079,0.12318592706356352,0.09701606286702985,0.006271880591324811,0.07500000366818386,0.1097222278137498,0.03472222414556593,0.09722222517639174,0.09721858330777775,0.01440305705841638,0.01703375018626137,-0.03054326213896275,0.05925392732024193,0.08979718945920467,0.01481348229572177,0.02230687557763205,-0.003700984363376847,0.007017021695992682,-0.02718350291252136,0.01282817032188177,0.040011673234403126,-0.003207042464055121,0.007933213645175071,0.003622240003096522,0.008206790977373557,-0.01435533352196217,0.02962696366012096,0.04398229718208313,0.003207042464055121,0.008970620981087803,STANDING
1.019943635879315,0.0033786703082149686,1.009722259675992,1.02916674604155,0.019444486365557845,1.01944450285877,1.0199492319639092,-0.1250325565893772,0.006895367647576051,-0.1375000046990097,-0.1083333359304957,0.029166668768513995,-0.1263888939449057,0.1252225471002369,0.09295790246796688,0.007527967039062972,0.07361111178492974,0.1097222278137498,0.036111116028820056,0.09444444748786576,0.093262221284855,0.007631043172978025,0.019460246494828193,-0.03054326213896275,0.05925392732024193,0.08979718945920467,0.007483099354431033,0.0209029666207294,-0.00662884240796302,0.008232560103498095,-0.03451388701796532,0.01282817032188177,0.04734205733984709,-0.005650503560900688,0.010569607255112062,0.005409498054405049,0.009793298223830108,-0.01435533352196217,0.03634648025035858,0.05070181377232075,0.003512475173920393,0.011188000683834711,STANDING
1.0203017095679665,0.0031400222662121783,1.009722259675992,1.02916674604155,0.019444486365557845,1.020833394742025,1.0203065413331167,-0.13051215760634302,0.004493603848732928,-0.1416666681928075,-0.1180555548013455,0.02361111339146199,-0.1305555574387036,0.1305894932933437,0.08764106155379059,0.00633345197510078,0.07083333409640376,0.1027777805534437,0.03194444645703995,0.08750000022755966,0.08786960955982574,-0.0030996638524811715,0.008932687738372296,-0.01863138936460018,0.02382374368607998,0.04245513305068016,-0.003970623947679997,0.009455201014766696,-0.004359573470082978,0.007328365870857224,-0.03451388701796532,0.01038470957428217,0.044898596592247486,-0.003054326167330146,0.008527064393928094,0.0032929454328041174,0.008698207541536619,-0.02382374368607998,0.03634648025035858,0.06017022393643856,0.0029016098706051707,0.009300661485027287,STANDING
1.0201715009539112,0.0027227951689629275,1.011111151559246,1.025000070391787,0.013888918832541064,1.01944450285877,1.0201751344607886,-0.1302408905151112,0.004454114887821075,-0.1416666681928075,-0.1194444466845996,0.022222221508207893,-0.1305555574387036,0.130317031510095,0.08503689468589207,0.005432710424444416,0.07083333409640376,0.1013888947481719,0.03055556065176815,0.08472222253903368,0.08521025642711894,0.0011000346944456396,0.013295221158462925,-0.01802052557468414,0.05345070734620094,0.07147123292088509,-0.001527163083665073,0.013340651482645977,-0.00016941967351158377,0.008655021742824372,-0.02626720629632473,0.02596177347004414,0.052228979766368866,-0.0006108652451075613,0.008656679755803342,0.0004390593921925756,0.008980182457498907,-0.02382374368607998,0.02718350291252136,0.05100724659860134,0.0003054326225537807,0.008990909304394279,STANDING
1.020214903825263,0.0027767451247234375,1.013888935325754,1.026388962275041,0.01250002694928698,1.01944450285877,1.020218682587551,-0.12606337278964191,0.004893507625179006,-0.1416666681928075,-0.1111111196970039,0.030555548495803594,-0.1250000020616516,0.1261583147318397,0.08594835308490813,0.0051869390251569145,0.07083333409640376,0.09861111705964587,0.027777782963242112,0.0861111144222878,0.08610472538983405,0.001694196587095575,0.014694722723149372,-0.02657263725996018,0.05345070734620094,0.08002334460616112,0.0003054326225537807,0.014792064696517818,0.0006108652494276614,0.0090742601257802,-0.02626720629632473,0.02596177347004414,0.052228979766368866,0.0009162978676613421,0.009094798138677012,-8.113051990221699e-05,0.010640563330761408,-0.02443460933864117,0.02993239648640156,0.05436700582504273,-0.000458148933830671,0.010640872621980019,STANDING
1.0207140368458074,0.0029000256241831944,1.013888935325754,1.027777854158295,0.013888918832540842,1.020833394742025,1.020718156575401,-0.1274197091005173,0.007183906387432624,-0.1541666708301656,-0.1111111196970039,0.043055551133161715,-0.1263888939449057,0.12762206227076822,0.085579429533135,0.0068902430706387725,0.06527777871935178,0.1041666724366978,0.038888893717346024,0.08541666848066073,0.08585635799863225,5.0110057145502516e-05,0.012422217410427356,-0.02657263725996018,0.02718350291252136,0.05375614017248154,0.001832595793530345,0.012422318479645884,-0.005130313564222888,0.010761581517863841,-0.03390302136540413,0.01282817032188177,0.0467311916872859,-0.003054326167330146,0.011921902282474804,0.005872419440720478,0.012545601672769335,-0.02443460933864117,0.03359758853912354,0.058032197877764716,0.004886921960860491,0.013851982941786512,STANDING
1.020627231103104,0.003081737586704255,1.0125000434425,1.027777854158295,0.015277810715794926,1.020833394742025,1.0206318836758639,-0.1355794322951525,0.007910499709501419,-0.1541666708301656,-0.1166666750740559,0.03749999575610971,-0.1347222330884659,0.1358100087148582,0.07893880474650256,0.008170385871217075,0.06388889291407993,0.1041666724366978,0.04027777952261788,0.07777778135670985,0.07936050718141259,0.004600578846975623,0.011793797651513263,-0.02443460933864117,0.03268129006028175,0.05711589939892292,0.004581489134579897,0.012659343931344914,-0.0037630253564202576,0.011468980551566539,-0.03390302136540413,0.01832595653831959,0.05222897790372372,-0.001221730490215123,0.01207053746629674,0.006182624435950856,0.012134206315694795,-0.01740965992212296,0.03359758853912354,0.051007248461246504,0.003970623947679997,0.013618509750624848,STANDING
1.0206055296674283,0.002781997938697944,1.0125000434425,1.027777854158295,0.015277810715794926,1.020833394742025,1.0206093212881522,-0.13844401648612964,0.005587833804765584,-0.1527777789469114,-0.1250000020616516,0.027777776885259814,-0.1375000046990097,0.13855673779156832,0.07408854422451461,0.005083686551619999,0.0625000010308258,0.09027778399406791,0.027777782963242112,0.07430555772655681,0.07426275145901193,0.005268712706765655,0.009717756533421346,-0.01130100712180138,0.03268129006028175,0.04398229718208313,0.003970623947679997,0.011054145178587403,2.147575492017514e-05,0.008563796320650463,-0.03787364438176155,0.01832595653831959,0.05619960092008114,0.001527163083665073,0.008563823248388292,0.0003507702920160227,0.008763249525575086,-0.02015855349600315,0.02504547499120235,0.045204028487205505,-0.001221730490215123,0.008770266931242913,STANDING
1.021180617712838,0.0037113896554217224,1.009722259675992,1.02916674604155,0.019444486365557845,1.020833394742025,1.0211873620475078,-0.13427734900365593,0.007678115079810618,-0.1527777789469114,-0.1138888913075477,0.03888888763936371,-0.1347222330884659,0.1344966910620051,0.07494574884440411,0.006853577399629375,0.05833333753702795,0.09444444748786576,0.036111109950837814,0.07500000366818386,0.07525846658696421,0.008272928939504709,0.015607354297682237,-0.02596177347004414,0.04856378585100174,0.07452555932104588,0.004428772954270244,0.01766439530274033,-0.0008805049239981599,0.013308715200948146,-0.03787364438176155,0.04734205827116966,0.08521570265293121,-0.0006108652451075613,0.013337810510767246,0.000603706649144442,0.012156212709405954,-0.04123340547084808,0.03298672288656235,0.07422012835741043,0.000458148933830671,0.012171194236990224,STANDING
